13147,2018,GEORGIA,Hart,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13147,2019,GEORGIA,Hart,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13147,2020,GEORGIA,Hart,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13147,2021,GEORGIA,Hart,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13147,2022,GEORGIA,Hart,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13149,2016,GEORGIA,Heard,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13149,2017,GEORGIA,Heard,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13149,2018,GEORGIA,Heard,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13149,2019,GEORGIA,Heard,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13149,2020,GEORGIA,Heard,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13149,2021,GEORGIA,Heard,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13149,2022,GEORGIA,Heard,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13151,2016,GEORGIA,Henry,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13151,2017,GEORGIA,Henry,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13151,2018,GEORGIA,Henry,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13151,2019,GEORGIA,Henry,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13151,2020,GEORGIA,Henry,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13151,2021,GEORGIA,Henry,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13151,2022,GEORGIA,Henry,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13153,2016,GEORGIA,Houston,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13153,2017,GEORGIA,Houston,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13153,2018,GEORGIA,Houston,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13153,2019,GEORGIA,Houston,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13153,2020,GEORGIA,Houston,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13153,2021,GEORGIA,Houston,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13153,2022,GEORGIA,Houston,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13155,2016,GEORGIA,Irwin,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13155,2017,GEORGIA,Irwin,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13155,2018,GEORGIA,Irwin,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13155,2019,GEORGIA,Irwin,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13155,2020,GEORGIA,Irwin,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13155,2021,GEORGIA,Irwin,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13155,2022,GEORGIA,Irwin,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13157,2016,GEORGIA,Jackson,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13157,2017,GEORGIA,Jackson,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13157,2018,GEORGIA,Jackson,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13157,2019,GEORGIA,Jackson,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13157,2020,GEORGIA,Jackson,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13157,2021,GEORGIA,Jackson,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13157,2022,GEORGIA,Jackson,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13159,2016,GEORGIA,Jasper,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13159,2017,GEORGIA,Jasper,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13159,2018,GEORGIA,Jasper,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13159,2019,GEORGIA,Jasper,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
13159,2020,GEORGIA,Jasper,Georgia Dream Homeownership Program,Down payment assistance,Down payment assistance loan,"Typical assistance $5,000; higher amounts (e.g., $7,500$15,000) for public protectors, educators, and disabled households",3
